o_bor,d_bor,occ_type,count,is_prof
Havering,Hammersmith and Fulham,6_caring_leisure,9,FALSE
Havering,Hammersmith and Fulham,7_sales_customer,17,FALSE
Havering,Hammersmith and Fulham,8_machine_operatives,13,FALSE
Havering,Hammersmith and Fulham,9_elementary,12,FALSE
Havering,Haringey,1_managers_senior,48,TRUE
Havering,Haringey,2_professional,54,TRUE
Havering,Haringey,3_associate_professional,54,TRUE
Havering,Haringey,4_administrative,32,FALSE
Havering,Haringey,5_trade,56,FALSE
Havering,Haringey,6_caring_leisure,17,FALSE
Havering,Haringey,7_sales_customer,7,FALSE
Havering,Haringey,8_machine_operatives,48,FALSE
Havering,Haringey,9_elementary,15,FALSE
Havering,Harrow,1_managers_senior,13,TRUE
Havering,Harrow,2_professional,9,TRUE
Havering,Harrow,3_associate_professional,4,TRUE
Havering,Harrow,4_administrative,9,FALSE
Havering,Harrow,5_trade,4,FALSE
Havering,Harrow,6_caring_leisure,3,FALSE
Havering,Harrow,7_sales_customer,0,FALSE
Havering,Harrow,8_machine_operatives,1,FALSE
Havering,Harrow,9_elementary,2,FALSE
Havering,Havering,1_managers_senior,2347,TRUE
Havering,Havering,2_professional,4273,TRUE
Havering,Havering,3_associate_professional,2559,TRUE
Havering,Havering,4_administrative,5600,FALSE
Havering,Havering,5_trade,2234,FALSE
Havering,Havering,6_caring_leisure,4733,FALSE
Havering,Havering,7_sales_customer,4653,FALSE
Havering,Havering,8_machine_operatives,1531,FALSE
Havering,Havering,9_elementary,3998,FALSE
Havering,Hillingdon,1_managers_senior,14,TRUE
Havering,Hillingdon,2_professional,16,TRUE
Havering,Hillingdon,3_associate_professional,12,TRUE
Havering,Hillingdon,4_administrative,0,FALSE
Havering,Hillingdon,5_trade,14,FALSE
Havering,Hillingdon,6_caring_leisure,12,FALSE
Havering,Hillingdon,7_sales_customer,1,FALSE
Havering,Hillingdon,8_machine_operatives,11,FALSE
Havering,Hillingdon,9_elementary,7,FALSE
Havering,Hounslow,1_managers_senior,9,TRUE
Havering,Hounslow,2_professional,20,TRUE
Havering,Hounslow,3_associate_professional,25,TRUE
Havering,Hounslow,4_administrative,14,FALSE
Havering,Hounslow,5_trade,20,FALSE
Havering,Hounslow,6_caring_leisure,5,FALSE
Havering,Hounslow,7_sales_customer,4,FALSE
Havering,Hounslow,8_machine_operatives,8,FALSE
Havering,Hounslow,9_elementary,3,FALSE
Havering,Islington,1_managers_senior,212,TRUE
Havering,Islington,2_professional,309,TRUE
Havering,Islington,3_associate_professional,348,TRUE
Havering,Islington,4_administrative,389,FALSE
Havering,Islington,5_trade,140,FALSE
Havering,Islington,6_caring_leisure,39,FALSE
Havering,Islington,7_sales_customer,50,FALSE
Havering,Islington,8_machine_operatives,55,FALSE
Havering,Islington,9_elementary,73,FALSE
Havering,Kensington and Chelsea,1_managers_senior,55,TRUE
Havering,Kensington and Chelsea,2_professional,66,TRUE
Havering,Kensington and Chelsea,3_associate_professional,84,TRUE
Havering,Kensington and Chelsea,4_administrative,54,FALSE
Havering,Kensington and Chelsea,5_trade,28,FALSE
Havering,Kensington and Chelsea,6_caring_leisure,27,FALSE
Havering,Kensington and Chelsea,7_sales_customer,44,FALSE
Havering,Kensington and Chelsea,8_machine_operatives,19,FALSE
Havering,Kensington and Chelsea,9_elementary,32,FALSE
Havering,Kingston upon Thames,1_managers_senior,5,TRUE
Havering,Kingston upon Thames,2_professional,6,TRUE
Havering,Kingston upon Thames,3_associate_professional,1,TRUE
Havering,Kingston upon Thames,4_administrative,3,FALSE
Havering,Kingston upon Thames,5_trade,4,FALSE
Havering,Kingston upon Thames,6_caring_leisure,1,FALSE
Havering,Kingston upon Thames,7_sales_customer,0,FALSE
Havering,Kingston upon Thames,8_machine_operatives,0,FALSE
Havering,Kingston upon Thames,9_elementary,0,FALSE
Havering,Lambeth,1_managers_senior,52,TRUE
Havering,Lambeth,2_professional,105,TRUE
Havering,Lambeth,3_associate_professional,104,TRUE
Havering,Lambeth,4_administrative,71,FALSE
Havering,Lambeth,5_trade,42,FALSE
Havering,Lambeth,6_caring_leisure,32,FALSE
Havering,Lambeth,7_sales_customer,29,FALSE
Havering,Lambeth,8_machine_operatives,18,FALSE
Havering,Lambeth,9_elementary,40,FALSE
Havering,Lewisham,1_managers_senior,11,TRUE
Havering,Lewisham,2_professional,23,TRUE
Havering,Lewisham,3_associate_professional,10,TRUE
Havering,Lewisham,4_administrative,27,FALSE
Havering,Lewisham,5_trade,26,FALSE
Havering,Lewisham,6_caring_leisure,3,FALSE
Havering,Lewisham,7_sales_customer,4,FALSE
Havering,Lewisham,8_machine_operatives,22,FALSE
Havering,Lewisham,9_elementary,9,FALSE
Havering,Merton,1_managers_senior,9,TRUE
Havering,Merton,2_professional,3,TRUE
Havering,Merton,3_associate_professional,11,TRUE
Havering,Merton,4_administrative,7,FALSE
Havering,Merton,5_trade,8,FALSE
Havering,Merton,6_caring_leisure,2,FALSE
Havering,Merton,7_sales_customer,10,FALSE
Havering,Merton,8_machine_operatives,8,FALSE
Havering,Merton,9_elementary,8,FALSE
Havering,Newham,1_managers_senior,377,TRUE
Havering,Newham,2_professional,561,TRUE
Havering,Newham,3_associate_professional,651,TRUE
Havering,Newham,4_administrative,636,FALSE
Havering,Newham,5_trade,366,FALSE
Havering,Newham,6_caring_leisure,242,FALSE
Havering,Newham,7_sales_customer,218,FALSE
Havering,Newham,8_machine_operatives,269,FALSE
Havering,Newham,9_elementary,247,FALSE
Havering,Redbridge,1_managers_senior,460,TRUE
Havering,Redbridge,2_professional,895,TRUE
Havering,Redbridge,3_associate_professional,631,TRUE
Havering,Redbridge,4_administrative,977,FALSE
Havering,Redbridge,5_trade,427,FALSE
Havering,Redbridge,6_caring_leisure,566,FALSE
Havering,Redbridge,7_sales_customer,334,FALSE
Havering,Redbridge,8_machine_operatives,284,FALSE
Havering,Redbridge,9_elementary,308,FALSE
Havering,Richmond upon Thames,1_managers_senior,4,TRUE
Havering,Richmond upon Thames,2_professional,11,TRUE
Havering,Richmond upon Thames,3_associate_professional,12,TRUE
Havering,Richmond upon Thames,4_administrative,15,FALSE
Havering,Richmond upon Thames,5_trade,6,FALSE
Havering,Richmond upon Thames,6_caring_leisure,4,FALSE
Havering,Richmond upon Thames,7_sales_customer,2,FALSE
Havering,Richmond upon Thames,8_machine_operatives,0,FALSE
Havering,Richmond upon Thames,9_elementary,1,FALSE
Havering,Southwark,1_managers_senior,202,TRUE
Havering,Southwark,2_professional,327,TRUE
Havering,Southwark,3_associate_professional,332,TRUE
Havering,Southwark,4_administrative,366,FALSE
Havering,Southwark,5_trade,162,FALSE
Havering,Southwark,6_caring_leisure,34,FALSE
Havering,Southwark,7_sales_customer,53,FALSE
Havering,Southwark,8_machine_operatives,54,FALSE
Havering,Southwark,9_elementary,71,FALSE
Havering,Sutton,1_managers_senior,4,TRUE
Havering,Sutton,2_professional,10,TRUE
Havering,Sutton,3_associate_professional,6,TRUE
Havering,Sutton,4_administrative,3,FALSE
Havering,Sutton,5_trade,9,FALSE
Havering,Sutton,6_caring_leisure,7,FALSE
Havering,Sutton,7_sales_customer,2,FALSE
Havering,Sutton,8_machine_operatives,4,FALSE
Havering,Sutton,9_elementary,4,FALSE
Havering,Tower Hamlets,1_managers_senior,716,TRUE
Havering,Tower Hamlets,2_professional,840,TRUE
Havering,Tower Hamlets,3_associate_professional,1064,TRUE
Havering,Tower Hamlets,4_administrative,1474,FALSE
Havering,Tower Hamlets,5_trade,326,FALSE
Havering,Tower Hamlets,6_caring_leisure,240,FALSE
Havering,Tower Hamlets,7_sales_customer,248,FALSE
Havering,Tower Hamlets,8_machine_operatives,221,FALSE
Havering,Tower Hamlets,9_elementary,287,FALSE
Havering,Waltham Forest,1_managers_senior,149,TRUE
Havering,Waltham Forest,2_professional,202,TRUE
Havering,Waltham Forest,3_associate_professional,181,TRUE
Havering,Waltham Forest,4_administrative,154,FALSE
Havering,Waltham Forest,5_trade,132,FALSE
Havering,Waltham Forest,6_caring_leisure,89,FALSE
Havering,Waltham Forest,7_sales_customer,47,FALSE
Havering,Waltham Forest,8_machine_operatives,84,FALSE
Havering,Waltham Forest,9_elementary,71,FALSE
Havering,Wandsworth,1_managers_senior,29,TRUE
Havering,Wandsworth,2_professional,26,TRUE
Havering,Wandsworth,3_associate_professional,35,TRUE
Havering,Wandsworth,4_administrative,24,FALSE
Havering,Wandsworth,5_trade,18,FALSE
Havering,Wandsworth,6_caring_leisure,11,FALSE
Havering,Wandsworth,7_sales_customer,5,FALSE
Havering,Wandsworth,8_machine_operatives,19,FALSE
Havering,Wandsworth,9_elementary,8,FALSE
Havering,Westminster,1_managers_senior,479,TRUE
Havering,Westminster,2_professional,679,TRUE
Havering,Westminster,3_associate_professional,987,TRUE
Havering,Westminster,4_administrative,1332,FALSE
Havering,Westminster,5_trade,241,FALSE
Havering,Westminster,6_caring_leisure,168,FALSE
Havering,Westminster,7_sales_customer,243,FALSE
Havering,Westminster,8_machine_operatives,122,FALSE
Havering,Westminster,9_elementary,284,FALSE
Hillingdon,Barking and Dagenham,1_managers_senior,11,TRUE
Hillingdon,Barking and Dagenham,2_professional,4,TRUE
Hillingdon,Barking and Dagenham,3_associate_professional,3,TRUE
Hillingdon,Barking and Dagenham,4_administrative,1,FALSE
Hillingdon,Barking and Dagenham,5_trade,1,FALSE
Hillingdon,Barking and Dagenham,6_caring_leisure,3,FALSE
Hillingdon,Barking and Dagenham,7_sales_customer,6,FALSE
Hillingdon,Barking and Dagenham,8_machine_operatives,2,FALSE
Hillingdon,Barking and Dagenham,9_elementary,6,FALSE
Hillingdon,Barnet,1_managers_senior,111,TRUE
Hillingdon,Barnet,2_professional,163,TRUE
Hillingdon,Barnet,3_associate_professional,144,TRUE
Hillingdon,Barnet,4_administrative,81,FALSE
Hillingdon,Barnet,5_trade,69,FALSE
Hillingdon,Barnet,6_caring_leisure,35,FALSE
Hillingdon,Barnet,7_sales_customer,115,FALSE
Hillingdon,Barnet,8_machine_operatives,48,FALSE
Hillingdon,Barnet,9_elementary,18,FALSE
Hillingdon,Bexley,1_managers_senior,2,TRUE
Hillingdon,Bexley,2_professional,4,TRUE
Hillingdon,Bexley,3_associate_professional,4,TRUE
Hillingdon,Bexley,4_administrative,0,FALSE
Hillingdon,Bexley,5_trade,8,FALSE
Hillingdon,Bexley,6_caring_leisure,1,FALSE
Hillingdon,Bexley,7_sales_customer,2,FALSE
Hillingdon,Bexley,8_machine_operatives,1,FALSE
Hillingdon,Bexley,9_elementary,3,FALSE
Hillingdon,Brent,1_managers_senior,383,TRUE
Hillingdon,Brent,2_professional,673,TRUE
Hillingdon,Brent,3_associate_professional,410,TRUE
Hillingdon,Brent,4_administrative,465,FALSE
Hillingdon,Brent,5_trade,229,FALSE
Hillingdon,Brent,6_caring_leisure,175,FALSE
Hillingdon,Brent,7_sales_customer,228,FALSE
Hillingdon,Brent,8_machine_operatives,231,FALSE
Hillingdon,Brent,9_elementary,258,FALSE
Hillingdon,Bromley,1_managers_senior,10,TRUE
Hillingdon,Bromley,2_professional,13,TRUE
Hillingdon,Bromley,3_associate_professional,13,TRUE
Hillingdon,Bromley,4_administrative,13,FALSE
Hillingdon,Bromley,5_trade,14,FALSE
Hillingdon,Bromley,6_caring_leisure,2,FALSE
Hillingdon,Bromley,7_sales_customer,17,FALSE
Hillingdon,Bromley,8_machine_operatives,4,FALSE
Hillingdon,Bromley,9_elementary,9,FALSE
Hillingdon,Camden,1_managers_senior,288,TRUE
Hillingdon,Camden,2_professional,745,TRUE
Hillingdon,Camden,3_associate_professional,393,TRUE
Hillingdon,Camden,4_administrative,344,FALSE
Hillingdon,Camden,5_trade,89,FALSE
Hillingdon,Camden,6_caring_leisure,71,FALSE
Hillingdon,Camden,7_sales_customer,102,FALSE
Hillingdon,Camden,8_machine_operatives,85,FALSE
Hillingdon,Camden,9_elementary,111,FALSE
Hillingdon,City of London,1_managers_senior,322,TRUE
Hillingdon,City of London,2_professional,719,TRUE
Hillingdon,City of London,3_associate_professional,605,TRUE
Hillingdon,City of London,4_administrative,325,FALSE
Hillingdon,City of London,5_trade,72,FALSE
Hillingdon,City of London,6_caring_leisure,27,FALSE
Hillingdon,City of London,7_sales_customer,68,FALSE
Hillingdon,City of London,8_machine_operatives,27,FALSE
Hillingdon,City of London,9_elementary,68,FALSE
Hillingdon,Croydon,1_managers_senior,16,TRUE
Hillingdon,Croydon,2_professional,16,TRUE
Hillingdon,Croydon,3_associate_professional,15,TRUE
Hillingdon,Croydon,4_administrative,8,FALSE
Hillingdon,Croydon,5_trade,18,FALSE
Hillingdon,Croydon,6_caring_leisure,10,FALSE
Hillingdon,Croydon,7_sales_customer,8,FALSE
Hillingdon,Croydon,8_machine_operatives,7,FALSE
Hillingdon,Croydon,9_elementary,9,FALSE
Hillingdon,Ealing,1_managers_senior,1074,TRUE
Hillingdon,Ealing,2_professional,1589,TRUE
Hillingdon,Ealing,3_associate_professional,1003,TRUE
Hillingdon,Ealing,4_administrative,1347,FALSE
Hillingdon,Ealing,5_trade,774,FALSE
Hillingdon,Ealing,6_caring_leisure,849,FALSE
Hillingdon,Ealing,7_sales_customer,809,FALSE
Hillingdon,Ealing,8_machine_operatives,991,FALSE
Hillingdon,Ealing,9_elementary,1124,FALSE
Hillingdon,Enfield,1_managers_senior,28,TRUE
Hillingdon,Enfield,2_professional,51,TRUE
Hillingdon,Enfield,3_associate_professional,21,TRUE
Hillingdon,Enfield,4_administrative,15,FALSE
Hillingdon,Enfield,5_trade,26,FALSE
Hillingdon,Enfield,6_caring_leisure,9,FALSE
Hillingdon,Enfield,7_sales_customer,24,FALSE
Hillingdon,Enfield,8_machine_operatives,18,FALSE
Hillingdon,Enfield,9_elementary,15,FALSE
Hillingdon,Greenwich,1_managers_senior,12,TRUE
Hillingdon,Greenwich,2_professional,15,TRUE
Hillingdon,Greenwich,3_associate_professional,13,TRUE
Hillingdon,Greenwich,4_administrative,13,FALSE
Hillingdon,Greenwich,5_trade,17,FALSE
Hillingdon,Greenwich,6_caring_leisure,10,FALSE
Hillingdon,Greenwich,7_sales_customer,16,FALSE
Hillingdon,Greenwich,8_machine_operatives,6,FALSE
Hillingdon,Greenwich,9_elementary,7,FALSE
Hillingdon,Hackney,1_managers_senior,23,TRUE
Hillingdon,Hackney,2_professional,81,TRUE
Hillingdon,Hackney,3_associate_professional,65,TRUE
Hillingdon,Hackney,4_administrative,21,FALSE
Hillingdon,Hackney,5_trade,19,FALSE
Hillingdon,Hackney,6_caring_leisure,9,FALSE
Hillingdon,Hackney,7_sales_customer,14,FALSE
Hillingdon,Hackney,8_machine_operatives,7,FALSE
Hillingdon,Hackney,9_elementary,18,FALSE
Hillingdon,Hammersmith and Fulham,1_managers_senior,284,TRUE
Hillingdon,Hammersmith and Fulham,2_professional,577,TRUE
Hillingdon,Hammersmith and Fulham,3_associate_professional,468,TRUE
Hillingdon,Hammersmith and Fulham,4_administrative,301,FALSE
Hillingdon,Hammersmith and Fulham,5_trade,159,FALSE
Hillingdon,Hammersmith and Fulham,6_caring_leisure,119,FALSE
Hillingdon,Hammersmith and Fulham,7_sales_customer,278,FALSE
Hillingdon,Hammersmith and Fulham,8_machine_operatives,107,FALSE
Hillingdon,Hammersmith and Fulham,9_elementary,161,FALSE
Hillingdon,Haringey,1_managers_senior,33,TRUE
Hillingdon,Haringey,2_professional,26,TRUE
Hillingdon,Haringey,3_associate_professional,12,TRUE
Hillingdon,Haringey,4_administrative,14,FALSE
Hillingdon,Haringey,5_trade,11,FALSE
Hillingdon,Haringey,6_caring_leisure,10,FALSE
Hillingdon,Haringey,7_sales_customer,25,FALSE
Hillingdon,Haringey,8_machine_operatives,4,FALSE
Hillingdon,Haringey,9_elementary,14,FALSE
Hillingdon,Harrow,1_managers_senior,473,TRUE
Hillingdon,Harrow,2_professional,866,TRUE
Hillingdon,Harrow,3_associate_professional,543,TRUE
Hillingdon,Harrow,4_administrative,792,FALSE
Hillingdon,Harrow,5_trade,289,FALSE
Hillingdon,Harrow,6_caring_leisure,500,FALSE
Hillingdon,Harrow,7_sales_customer,433,FALSE
Hillingdon,Harrow,8_machine_operatives,171,FALSE
Hillingdon,Harrow,9_elementary,283,FALSE
Hillingdon,Havering,1_managers_senior,3,TRUE
Hillingdon,Havering,2_professional,11,TRUE
Hillingdon,Havering,3_associate_professional,1,TRUE
Hillingdon,Havering,4_administrative,5,FALSE
Hillingdon,Havering,5_trade,5,FALSE
Hillingdon,Havering,6_caring_leisure,2,FALSE
Hillingdon,Havering,7_sales_customer,16,FALSE
Hillingdon,Havering,8_machine_operatives,5,FALSE
Hillingdon,Havering,9_elementary,2,FALSE
Hillingdon,Hillingdon,1_managers_senior,3438,TRUE
Hillingdon,Hillingdon,2_professional,6228,TRUE
Hillingdon,Hillingdon,3_associate_professional,4793,TRUE
Hillingdon,Hillingdon,4_administrative,7208,FALSE
Hillingdon,Hillingdon,5_trade,2974,FALSE
Hillingdon,Hillingdon,6_caring_leisure,6172,FALSE
Hillingdon,Hillingdon,7_sales_customer,5239,FALSE
Hillingdon,Hillingdon,8_machine_operatives,3204,FALSE
Hillingdon,Hillingdon,9_elementary,6692,FALSE
Hillingdon,Hounslow,1_managers_senior,598,TRUE
Hillingdon,Hounslow,2_professional,685,TRUE
Hillingdon,Hounslow,3_associate_professional,814,TRUE
Hillingdon,Hounslow,4_administrative,952,FALSE
Hillingdon,Hounslow,5_trade,428,FALSE
Hillingdon,Hounslow,6_caring_leisure,376,FALSE
Hillingdon,Hounslow,7_sales_customer,643,FALSE
Hillingdon,Hounslow,8_machine_operatives,804,FALSE
Hillingdon,Hounslow,9_elementary,951,FALSE
Hillingdon,Islington,1_managers_senior,113,TRUE
Hillingdon,Islington,2_professional,306,TRUE
Hillingdon,Islington,3_associate_professional,214,TRUE
Hillingdon,Islington,4_administrative,117,FALSE
Hillingdon,Islington,5_trade,70,FALSE
Hillingdon,Islington,6_caring_leisure,29,FALSE
Hillingdon,Islington,7_sales_customer,55,FALSE
Hillingdon,Islington,8_machine_operatives,33,FALSE
Hillingdon,Islington,9_elementary,26,FALSE
Hillingdon,Kensington and Chelsea,1_managers_senior,165,TRUE
Hillingdon,Kensington and Chelsea,2_professional,201,TRUE
Hillingdon,Kensington and Chelsea,3_associate_professional,167,TRUE
Hillingdon,Kensington and Chelsea,4_administrative,150,FALSE
Hillingdon,Kensington and Chelsea,5_trade,63,FALSE
Hillingdon,Kensington and Chelsea,6_caring_leisure,99,FALSE
Hillingdon,Kensington and Chelsea,7_sales_customer,101,FALSE
Hillingdon,Kensington and Chelsea,8_machine_operatives,41,FALSE
Hillingdon,Kensington and Chelsea,9_elementary,67,FALSE
Hillingdon,Kingston upon Thames,1_managers_senior,26,TRUE
Hillingdon,Kingston upon Thames,2_professional,51,TRUE
Hillingdon,Kingston upon Thames,3_associate_professional,37,TRUE
Hillingdon,Kingston upon Thames,4_administrative,21,FALSE
Hillingdon,Kingston upon Thames,5_trade,16,FALSE
Hillingdon,Kingston upon Thames,6_caring_leisure,13,FALSE
Hillingdon,Kingston upon Thames,7_sales_customer,34,FALSE
Hillingdon,Kingston upon Thames,8_machine_operatives,8,FALSE
Hillingdon,Kingston upon Thames,9_elementary,15,FALSE
Hillingdon,Lambeth,1_managers_senior,78,TRUE
Hillingdon,Lambeth,2_professional,121,TRUE
Hillingdon,Lambeth,3_associate_professional,90,TRUE
Hillingdon,Lambeth,4_administrative,50,FALSE
Hillingdon,Lambeth,5_trade,22,FALSE
Hillingdon,Lambeth,6_caring_leisure,18,FALSE
Hillingdon,Lambeth,7_sales_customer,21,FALSE
Hillingdon,Lambeth,8_machine_operatives,13,FALSE
Hillingdon,Lambeth,9_elementary,35,FALSE
Hillingdon,Lewisham,1_managers_senior,8,TRUE
Hillingdon,Lewisham,2_professional,11,TRUE
Hillingdon,Lewisham,3_associate_professional,5,TRUE
Hillingdon,Lewisham,4_administrative,7,FALSE
Hillingdon,Lewisham,5_trade,8,FALSE
Hillingdon,Lewisham,6_caring_leisure,3,FALSE
Hillingdon,Lewisham,7_sales_customer,8,FALSE
Hillingdon,Lewisham,8_machine_operatives,6,FALSE
Hillingdon,Lewisham,9_elementary,6,FALSE
Hillingdon,Merton,1_managers_senior,20,TRUE
Hillingdon,Merton,2_professional,36,TRUE
Hillingdon,Merton,3_associate_professional,24,TRUE
Hillingdon,Merton,4_administrative,22,FALSE
Hillingdon,Merton,5_trade,18,FALSE
Hillingdon,Merton,6_caring_leisure,3,FALSE
Hillingdon,Merton,7_sales_customer,36,FALSE
Hillingdon,Merton,8_machine_operatives,17,FALSE
Hillingdon,Merton,9_elementary,13,FALSE
Hillingdon,Newham,1_managers_senior,20,TRUE
Hillingdon,Newham,2_professional,33,TRUE
Hillingdon,Newham,3_associate_professional,19,TRUE
Hillingdon,Newham,4_administrative,30,FALSE
Hillingdon,Newham,5_trade,12,FALSE
Hillingdon,Newham,6_caring_leisure,7,FALSE
Hillingdon,Newham,7_sales_customer,26,FALSE
Hillingdon,Newham,8_machine_operatives,12,FALSE
Hillingdon,Newham,9_elementary,9,FALSE
Hillingdon,Redbridge,1_managers_senior,11,TRUE
Hillingdon,Redbridge,2_professional,12,TRUE
Hillingdon,Redbridge,3_associate_professional,8,TRUE
Hillingdon,Redbridge,4_administrative,4,FALSE
Hillingdon,Redbridge,5_trade,1,FALSE
Hillingdon,Redbridge,6_caring_leisure,6,FALSE
Hillingdon,Redbridge,7_sales_customer,16,FALSE
Hillingdon,Redbridge,8_machine_operatives,2,FALSE
Hillingdon,Redbridge,9_elementary,13,FALSE
Hillingdon,Richmond upon Thames,1_managers_senior,89,TRUE
Hillingdon,Richmond upon Thames,2_professional,97,TRUE
Hillingdon,Richmond upon Thames,3_associate_professional,98,TRUE
Hillingdon,Richmond upon Thames,4_administrative,73,FALSE
Hillingdon,Richmond upon Thames,5_trade,60,FALSE
Hillingdon,Richmond upon Thames,6_caring_leisure,74,FALSE
Hillingdon,Richmond upon Thames,7_sales_customer,85,FALSE
Hillingdon,Richmond upon Thames,8_machine_operatives,60,FALSE
Hillingdon,Richmond upon Thames,9_elementary,70,FALSE
Hillingdon,Southwark,1_managers_senior,106,TRUE
Hillingdon,Southwark,2_professional,259,TRUE
